name,line
Light,A-are you serious? You worked under L?
Shoko,"Yes. I didn't tell you this, but up until three months ago, I worked as an FBI agent."
Light,"[gasps][thinking] This is it. Finally, something I can use. [aloud] Guess I shouldn't be surprised. In fact, I noticed early on that your investigative skills were far beyond those of an amateur."
,"""Kuroi Light"" plays"
Light,"[cont'd] You're very cautious, and you seem to have a gift for getting to the heart of the matter. [starts walking away and stops when behind her] If I could, I'd like to learn from you."
Ryuk,[laughs] One lie after another. You make it look easy.
Shoko,"From the beginning, I knew I had to do things outside the regular channels, because from my perspective, both the police and the members of the task force were suspects. But I'm certain that I can trust L. Maybe it's unrealistic, but I think that if I go to the headquarters and give them my name, there's a chance that they'll let me speak with him directly."
Light,"I see. But if the only person you could trust with this info was L, then why me?"
Shoko,"I suppose I was upset that they wouldn't allow me to see anyone from the task force, and then you came along, claiming to be the son of the lead detective and... No, that's not it. I'll be honest with you. It's because, you remind me of L. There's something about you that's just like him."
Light,Hmm... [turns around to face her] Will you investigate this case with me?
Shoko,Huh?
Light,I want you to come work with us as part of the task force. We could use your help.
,Brief shot of Aizawa outside of the Teito Hotel. Back to Light and Shoko. Light is holding out his hand to her.
Light,"[cont'd] Please, I know this is sudden, but the team needs people like you. I'm serious. You could be doing so much more than gathering information on your own. You have all the experience as an FBI agent, your more talented than most of the detectives currently on the task force, and L obviously trusted you in the past. It wouldn't be that difficult for you to join. All you'd need is some valid identification, a recommendation from a current task force member, and of course, you'd need to get L's permission."
Shoko,You want me to join the task force?
Light,I can't help but think it must be fate that I met you today. I'd like to be the one to recommend you.
,Brief shot of Aizawa walking down the street
Light,"[cont'd][rubbing the back of his head] Oh, I'm sorry about that. I guess I got a little bit too excited."
Shoko,It's okay. [chuckles]
Light,"I mean, even if you acted as a consultant on this investigation, it would be a great help. I'm sure you have personal obligations to attend to. Not to mention the fact that you live in the United States."
Shoko,"It's true. Before all this happened, I thought I'd continue living in America with my fiancé. We'd planned on getting married in the spring. But now he's gone, so I'm not sure what to do anymore."
Light,"[thinking] Alright, I've come this far. All she needs is a little encouragement. [aloud] But you're young and beautiful and you've got your life ahead of you. Why put it all in danger for this"
Shoko,"[desperately] No! Now that Raye's gone, I've got nothing to lose anymore. I want to catch Kira! I don't care about anything else. It's all I wanna do. Please let me investigate this case with you."
Ryuk,Huh? [laughs hysterically]
Light,"Yes, of course. I just need to see some form of identification before we proceed."
Shoko,"Oh, um..."
Light,Yes?
Shoko,"You see, the name I gave you earlier, well, it wasn't actually my real name. [bows] I'm so sorry."
Light,"Don't worry, it's all right. To be honest, I'm impressed by how incredibly thorough you've been. But I suppose that's just further proof of your capabilities."
Shoko,"So will a Japanese driver's license do the trick, then?"
Light,Sure.
,"Shoko pulls a driver's license out of her purse and hands it to Light. Shot of Aizawa, who looks up at the snow beginning to fall and pulls out his umbrella. He approaches Light and Shoko."
Light,[thinking] I made it in time.
,"The license reads ""Naomi Misora"" ""Date of Birth: 2/11/1979"" Light writes ""Naomi Misora Suicide 1/1/2007"" on a piece of paper of the Death Note he's pulled out of his pocket. Aizawa walks by. Light checks his watch."
Naomi,"Uh, so, if you don't mind me asking, why do you keep checking your watch?"
Light,"[Oh, well... I guess it's because... [checks his watch, which has almost hit the forty second mark] Because I'm Kira."
,"Naomi gasps and her eyes widen. She let's out a small noise of fear right before the second hand reaches the 12. They stand facing each other in silence. Naomi's eyes go blank. After a moment, she turns around and walks away."
Light,What's the matter?
Naomi,There's something I have to do.
Light,Hmm. [pulls out cellphone] My father's cellphone might be available now. Do you wanna see if you can talk to him?
Naomi,"No, thank you. I have nothing to say to him."
Light,"Then goodbye, Naomi Misora."
Light,"Okay, so the busjacker didn't die of a heart attack, and based on that, you're saying Kira has other ways of killing people?"
,"Light and Ryuk watch Naomi walk away. The background fades to black with nothing but Naomi and a staircase leading up to a noose. She ascends the stairs, and everything fades to black."
,TO BE CONTINUED
,Ending credits
,Next episode preview
Light,"With Ryuk's information and my preparations, I can continue to kill criminals who names are broadcast on the news, while masquerading as a typical high school student studying for his entrance exams. Just watch me, L."
,Opening Theme
,Title card
,Cut to: Ryuzaki's current hotel suite. TV screens go static as video finishes.
Aizawa,That was footage from surveillance cameras at the station. The death of one of the FBI agents is captured on here. [groans]
Ryuzaki,"Let's see the following scenes again: Raye Penber passing the ticket gate on his way in, then him boarding the train, then finally the part where he dies on the platform. [bites into ice cream]"
Aizawa,Okay. [sorting through surveillance tapes] Let's see...
Matsuda,I think it's next to that.
Aizawa,"Oh, here it is."
Matsuda,"[reviewing document] Um, so based on the records I have here, Raye Penber comes through the west entrance of Shinjuku Station at 3:11 PM. Then at 3:13 he boards a train on the Yamanote Line. But even if he was following someone at that time, I think it's going to be very difficult for us to draw any real conclusions from the blurry video. Then at exactually 4:42 P.M. a—"
,Watari hands him an ice cream cone. Matsuda smiles and takes it.
Matsuda,"[cont'd] Nnn. Oh, thank you, Watari."
,Watari walks towards Soichiro with another as Aizawa eagerly watches. Soichiro quietly thanks Watari as he receives one. Aizawa takes his as Matsuda finishes speaking.
Matsuda,"Uuuumm, and at 4:42 P.M., he exits the train at Tokyo station and dies on the platform"
Ryuzaki,"It's quite strange, don’t you think?"
Aizawa,[happily with ice cream] Hah...
Soichiro,I'm sorry. What do you find strange?
Matsuda,"Yeah, what is it. Did you notice something?"
Ryuzaki,"[licks ice cream] Mmm. [swallows] We know that Raye Penber got on the train and then an hour and a half later he got off and died on the platform. But the Yamanote Line only takes an hour to complete its circuit. And more importantly, there's the envelope."
Aizawa,"Uh, whaddya mean?"
,Ryuzaki rewinds the tape on one of the TVs to Raye and others passing through ticket gates
Ryuzaki,He's holding what looks like an envelope when he passes through the ticket gate.
